Всего структур: 5666

Name                                                    Start        End     Fields
CO_PROCESS_EVENTS_CONTEXT                              240291     240294          2
SendMessageToClassicSTAParams                          240297     240307          9
SBlanket                                               241363     241374         10
_SESSION_USER_CONTEXT                                  241674     241679          4
SAccessCache                                           241682     241686          3
SPermissionHeader                                      241689     241694          4
tagXCtxMarshalData                                     242721     242732         10
tagXCtxWrapperData                                     242735     242743          7
tagXCtxQIData                                          244511     244516          4
tagIFaceSvrRefs                                        244533     244539          5
tagXCtxDisconnectData                                  244542     244548          5
_HAM_ACTIVITY_STARTED_PAYLOAD                          246019     246025          5
_HAM_ACTIVITY_CALLBACK_PAYLOAD                         246051     246057          5
tagPROPMARSHALHEADER                                   246073     246079          5
tagENVOYDATA                                           246115     246120          4
tagMainHeader                                          246143     246153          9
tagEntryHeader                                         246156     246163          6
_ACTIVATION_CONTEXT_DATA_COM_INTERFACE_REDIRECTION     246201     246211          9
tagKnownSystemIIDs                                     246214     246218          3
RundownServerOID                                       246408     246412          3
ReportedExceptions                                     246976     246981          4
ORPC_DBG_ALL                                           248112     248126         13
ORPC_INIT_ARGS                                         248148     248154          5
SHookList                                              248254     248259          4
tagRegIf                                               248549     248554          4
tagIPIDTmp                                             248798     248807          8
SNameKey                                               248820     248824          3
tagStdUnmarshalData                                    248941     248949          7
tagStdReleaseData                                      248983     248987          3
ReleaseCtrlUnkCallbackData                             248990     248994          3
StdDiscData                                            248997     249003          5
tagXAptQIData                                          250344     250352          7
tagXAptAddRefData                                      250355     250361          5
tagXAptReleaseData                                     250395     250400          4
STwoBits                                               250855     250859          3
HandleWrapperMarshalDataHeader                         252327     252332          4
PreventRundownBias                                     260290     260296          5
_RM_RESOURCE_REQUEST                                   262104     262109          4
_RM_RESOURCE_SET_PROPERTIES                            262112     262121          8
_HAM_EXTERNAL_RESOURCE_MASK                            262199     262202          2
_HAM_ACTIVITY_PROPERTIES                               262205     262217         11
CThreadStack                                           263126     263130          3
NDR_CONTEXT_HANDLE_FLAGS                               263636     263646          9
NDR_CONTEXT_HANDLE_ARG_DESC                            263649     263655          5
_tRpcVerifierSettings                                  263665     263713         47
_CONTEXT_HANDLE_ELEMENT                                263742     263748          5
_NDR_CALLBACK_ROUTINES_TABLE                           264105     264142         36
WireWinrtAsyncCallSuccessDetailsPart1                  269592     269599          6
WireWinrtAsyncCallFailureDetailsPart1                  269602     269611          8
WireWinrtAsyncCallOutcomeDetails                       269621     269626          4
WinrtAsyncChannelUnmarshalerInfo                       270298     270301          2
PendingCallListHead                                    272402     272406          3
VerifierThreadState                                    272990     272996          5
tagSTREAM_HEADER                                       273015     273019          3
tagSSID_IDENTIFIER_AUTHORITY                           273048     273051          2
tagSTREAM_SID                                          273054     273060          5
tagSTREAM_ACE                                          273063     273071          7
tagSTREAM_ACL                                          273074     273079          4
tagPCB                                                 273082     273094         11
tagACL_DESCRIPTOR                                      273097     273104          6
_MIDL_TYPE_PICKLING_INFO                               273187     273192          4
tagElement                                             276329     276337          7
_ACTIVATION_CONTEXT_DATA_COM_PROGID_REDIRECTION        280264     280269          4
_DEVPROPKEY                                            280341     280345          3
_DEVPROPCOMPKEY                                        280348     280353          4
_ACTIVATION_CONTEXT_DATA_WINRT_ACTIVATABLE_CLASS       280671     280678          6
MEMSTM                                                 283939     283947          7
HSTRING_HEADER_INTERNAL                                283985     283992          6
_STOWED_EXCEPTION_INFORMATION_HEADER                   284178     284182          3
_STOWED_EXCEPTION_INFORMATION_V2                       284957     284969         11
HPSS__                                                 285006     285009          2
_STOWED_EXCEPTION_INFORMATION_V1                       285042     285052          9
_STOWED_EXCEPTION_INFORMATION_V2_FLAT                  285308     285320         11
_RSDSI                                                 285367     285373          5
_NB10I                                                 285376     285383          6
_NB10I_HEADER                                          285386     285392          5
_RSDSI_HEADER                                          285395     285400          4
PSS_PERFORMANCE_COUNTERS                               285413     285427         13
_WER_REPORT_INFORMATION                                285913     285923          9
PSS_PROCESS_INFORMATION                                285926     285954         27
ROPARAMIIDHANDLE__                                     285967     285970          2
_NDR_FWD_ROUTINES                                      286108     286150         41
_NDROLE_EXTENSION_ROUTINES_TABLE                       286153     286179         25
_NdrDcomAsyncFlags                                     286182     286193         10
tagCStdStubBuffer2                                     286205     286216         10
tagCStdStubBuffer                                      286219     286228          8
_NdrDcomAsyncCallState                                 286231     286238          6
tagCStdAsyncStubBuffer                                 286241     286254         12
TypeInfoCache                                          286273     286278          4
CProcGen                                               286290     286304         13
tagCStdProxyBuffer2                                    286327     286341         13
_MIDL_TYPE_FORMAT_STRING                               286344     286348          3
_MemoryInfo                                            286351     286357          5
tagCStdProxyBuffer                                     286360     286374         13
tagChannelWrapper                                      286470     286477          6
_CStdProxyBufferMap                                    286480     286483          2
tagCStdAsyncProxyBuffer                                286506     286521         14
_NDR_CORRELATION_FLAGS                                 286603     286611          7
_NDR_FCDEF_CORRELATION                                 286614     286622          7
_NDR_DCOM_OI2_PROC_HEADER                              286630     286642         11
_NDR_DCOM_ASYNC_MESSAGE                                286645     286671         25
tagStublessProcBuffer                                  286725     286731          5
_WER_PLM_MODERN_APP_DIAG_DATA                          287511     287524         12
_WER_EXTENDED_DIAG_DATA_HEADER                         287527     287531          3
_WER_MODERN_APP_DIAG_DATA                              287541     287577         35
COR_FIELD_OFFSET                                       288431     288435          3
OSINFO                                                 293165     293170          4
ASSEMBLYMETADATA                                       293173     293185         11
_WMI_PROCESS_INFORMATION64                             308559     308569          9
_WMI_TRACE_PACKET                                      308586     308590          3
_SYSTEM_TRACE_HEADER                                   308615     308624          8
_HEAP_AFINITY_MANAGER_ENABLE                           308627     308632          4
_PERFINFO_YIELD_PROCESSOR_INFORMATION                  308635     308640          4
_ETW_THREAD_AFFINITY_EVENT                             308643     308649          5
_ETW_HEAP_EVENT_SNAPSHOT                               308664     308677         12
_PERFINFO_CC_FLUSH_CACHE                               308680     308689          8
_PATCHOP                                               308716     308721          4
_AHC_SERVICE_LOOKUP                                    308743     308755         11
_AHC_SERVICE_UPDATE                                    308758     308766          7
_VIDEO_RECORD                                          308769     308782         12
_PERFINFO_CC_WORKITEM_DEQUEUE                          308785     308788          2
_ETW_COVERAGE_SAMPLER_OPTIONS                          308815     308839         23
_EVENT_TRACE_SPINLOCK_INFORMATION                      308842     308849          6
_WMI_TRACE_MESSAGE_PACKET                              308852     308856          3
_MESSAGE_TRACE_HEADER                                  308881     308885          3
_PERFINFO_SAMPLED_PROFILE_CONFIG                       308895     308900          4
_TRACE_LOGFILE_HEADER32                                308935     308955         19
_ETW_OBJECT_TYPE_EVENT                                 308958     308963          4
_PERFINFO_MARK_INFORMATION                             308966     308969          2
_PERFINFO_CCSWAP_IDLE                                  308986     308990          3
_TRACE_ENABLE_FLAG_EXT_HEADER                          308993     308997          3
_ETW_UMGL_KEY                                          309000     309004          3
_TRACE_LOGFILE_HEADER64                                309023     309043         19
_ETW_COVERAGE_SAMPLER_STATUS                           309074     309077          2
_WMI_THREAD_INFORMATION                                309080     309084          3
_EVENT_TRACE_PROFILE_LIST_INFORMATION                  309098     309103          4
_EVENT_EXTENDED_ITEM_STACK_TRACE64                     309106     309110          3
_EVENT_EXTENDED_ITEM_PMC_COUNTERS                      309113     309116          2
_PERFINFO_IDLE_STATE_CHANGE                            309119     309124          4
tagSWITCH_CONTEXT_DATA                                 309127     309137          9
_PERFINFO_PFMAPPED_SECTION_OBJECT_INFORMATION          309140     309144          3
_PERFINFO_CCSWAP_BUFFER                                309147     309152          4
_PERFINFO_SET_POWER_ACTION_RET                         309170     309174          3
_RTL_MEMORY_STREAM_PARAM                               309177     309181          3
_EVENT_TRACE_PERFORMANCE_INFORMATION                   309184     309188          3
_PERFINFO_FILENAME_SAME_INFORMATION                    309200     309204          3
_PERFINFO_CCSWAP_IDLE_SHORT                            309207     309211          3
_ETW_COVERAGE_SAMPLER_SAMPLE                           309214     309218          3
_WNODE_HEADER                                          309243     309252          8
_RTL_MEMORY_STREAM                                     309267     309275          7
_EVENT_TRACE_HEADER                                    309335     309345          9
_CI_LOG_MMCSS_START                                    309348     309351          2
_EVENT_INSTANCE_HEADER                                 309384     309397         12
_AHC_SERVICE_DATACACHE                                 309400     309412         11
_ETW_STACK_CACHING_CONFIG                              309422     309426          3
_ETW_KERNEL_HEADER_EXTENSION                           309429     309433          3
_WNF_CMPT_BLOCKED_APP_CONTEXT                          309444     309451          6
_EVENT_EXTENDED_ITEM_RELATED_ACTIVITYID                309473     309476          2
_ETW_REF_CLOCK                                         309494     309498          3
_PERFINFO_PAGE_RANGE_IDENTITY                          309543     309550          6
_NTVDM_FLAGS                                           309581     309590          8
tagSWITCH_CONTEXT_PLATFORM_DETAILS                     309593     309600          6
_ETW_TP_EVENT_TIMER_CANCELLED                          309603     309608          4
WMIREGGUIDW                                            309627     309633          5
WMIREGINFOW                                            309636     309644          7
_EVENT_TRACE_HEAP_TRACING_INFORMATION                  309658     309662          3
_DB_HEADER                                             309665     309670          4
_SDB_FILE_INFO                                         309673     309681          7
_ETW_DISKIO_FLUSH_BUFFERS_V3                           309684     309691          6
_WMI_UDP                                               309713     309721          7
_ETW_TP_EVENT_TIMER_EXPIRATION                         309724     309732          7
_PERFINFO_DOMAIN_CHANGE_EVENT                          309735     309740          4
_ETW_LBR_ENTRY                                         309743     309748          4
_LBR_TRACE_EVENT_DATA                                  309751     309758          6
_ETW_AUTOBOOST_NO_ENTRIES_EVENT                        309770     309774          3
_ENABLE_TRACE_PARAMETERS                               309777     309785          7
_ETW_IDEAL_PROCESSOR_EVENT                             309798     309803          4
_PERFINFO_PROCESS_PERFCTR                              309806     309823         16
_PERFINFO_PPM_IDLE_STATE_ENTER                         309841     309846          4
_ETW_TP_EVENT_TIMER_SET_NTTIMER                        309849     309855          5
_ETW_OPTICALIO_FLUSH_BUFFERS                           309858     309865          6
_SDB_CSTRUCT_COBALT_MODFLAG                            309901     309919         17
_ZDB_HEADER                                            309931     309936          4
_BOOT_RECORD                                           309946     309954          7
_PERFINFO_VAD_ROTATE_INFO                              309971     309976          4
_PERFINFO_PO_PRESLEEP                                  309979     309983          3
_PERFINFO_PPM_IDLE_EXIT_LATENCY                        310005     310012          6
_PERFINFO_SYSCALL_ENTER_DATA                           310015     310018          2
_AHC_SERVICE_LOOKUP_CDB                                310021     310024          2
_PERFINFO_SET_DEVICES_STATE_RET                        310035     310038          2
_CPU_CONFIG_RECORD                                     310056     310073         16
_ETW_COVERAGE_SAMPLER_PERF_STATS                       310076     310189        112
_HEAP_SUBSEGMENT_ACTIVATED                             310192     310197          4
_ETW_TP_EVENT_POOL_TH_MAX_SET                          310200     310205          4
_PERFINFO_PPM_IDLE_STATE_EXIT                          310208     310212          3
_EVENT_EXTENDED_ITEM_PROCESS_START_KEY                 310215     310218          2
_ETW_OPTICALIO_INIT                                    310221     310225          3
_TRACE_LOGFILE_HEADER                                  310255     310275         19
_PERFINFO_MEMORY_NODE_INFORMATION                      310293     310298          4
_WMI_LOGGER_INFORMATION                                310387     310412         24
_APPHELP_INFO                                          310415     310429         13
_ETW_FINALIZE_KTIMER2_EVENT                            310432     310437          4
_CI_LOG_SCHEDULER_SLEEP_RESPONSE                       310440     310443          2
_PERFINFO_FILE_SIMPLE_OPERATION                        310446     310452          5
_ETW_UMS_EVENT_DIRECTED_SWITCH_END                     310455     310461          5
tagSDBDEVICEINFO                                       310464     310475         10
tagSDBBMACHINEINFO                                     310478     310484          5
_TRACE_GUID_INFO                                       310487     310491          3
_PERFINFO_CC_LOGGED_STREAM_INFO                        310504     310512          7
_PERFINFO_WORKINGSET_ENTRY                             310530     310541         10
_ETW_PARTITION_INFO_EXTENSION                          310544     310552          7
_PERFINFO_MEM_RESET_INFO                               310581     310586          4
tagWNODE_EVENT_REFERENCE                               310596     310602          5
_PERFINFO_PO_SESSION_CALLOUT_RET                       310612     310615          2
_PERFINFO_SAMPLED_PROFILE_INFORMATION                  310634     310641          6
_ETW_SET_TIMER_EVENT                                   310679     310690         10
_EVENT_EXTENDED_ITEM_INSTANCE                          310693     310698          4
OFFSETINSTANCEDATAANDLENGTH                            310701     310705          3
_PERFINFO_CONTIGUOUS_PAGE_GENERATE                     310726     310730          3
_RELATIVE_MODULE_ADDRESS                               310740     310745          4
_PERFINFO_KERNELMEMORY_RANGE_USAGE                     310748     310754          5
_EVENT_TRACE_COVERAGE_SAMPLER_INFORMATION              310765     310773          7
_HEAP_EVENT_RANGE                                      310776     310781          4
_PERFINFO_PO_CALIBRATED_PERFCOUNTER                    310784     310787          2
_EVENT_FILTER_EVENT_ID                                 310821     310827          5
_ETW_KQUEUE_ENQUEUE_EVENT                              310830     310834          3
_ETW_WAKE_COUNTER_EVENT                                310837     310843          5
_PERFINFO_CC_WORKITEM_COMPLETE                         310846     310849          2
_PERFINFO_CC_EXTRA_WB_THREAD_INFO                      310896     310903          6
_ETW_ANTI_STARVATION_BOOST_EVENT                       310906     310912          5
_EVENT_TRACE_IPT_CONFIGURATION_INFORMATION             310915     310920          4
_ETW_COVERAGE_SAMPLER_PERF_INFO                        310923     310927          3
_PERFINFO_HARDPAGEFAULT_INFORMATION                    310930     310937          6
_ETW_CLOCK_STATE_CHANGE_EVENT                          310947     310954          6
_PERFINFO_SYSTEM_MEMORY_INFORMATION                    310957     310963          5
_CI_LOG_SCHEDULER_EVENT                                310966     310973          6
_EVENT_TRACE_SPINLOCK_INFORMATION_V1                   310976     310982          5
_TRACE_PROVIDER_INSTANCE_INFO                          310985     310991          5
_ETW_UMS_EVENT_PARK                                    310994     310999          4
_EVENT_EXTENDED_ITEM_EVENT_KEY                         311002     311005          2
_PERFINFO_PFMAPPED_SECTION_INFORMATION                 311008     311013          4
_ETW_NOTIFICATION_HEADER                               311034     311047         12
_ETW_SESSION_NOTIFICATION_PACKET                       311050     311057          6
_PERFINFO_FLT_OPERATION                                311060     311068          7
tagSWITCH_CONTEXT_ATTRIBUTE                            311071     311077          5
_PERFINFO_DRIVER_COMPLETE_REQUEST                      311090     311095          4
_PERFINFO_DRIVER_COMPLETE_REQUEST_RET                  311098     311102          3
_AHC_SERVICE_REMOVE                                    311105     311111          5
_WMI_DISKIO_READWRITE_INIT                             311122     311126          3
_PERFINFO_PPM_PERF_STATE_CHANGE                        311136     311143          6
_PERFINFO_MEMORY_INFORMATION                           311146     311156          9
_ETW_CANCEL_KTIMER2_EVENT                              311179     311182          2
_PERFINFO_SET_POWER_ACTION                             311199     311204          4
_ETW_TP_EVENT_WORKER_NUMANODE_SWITCH                   311265     311275          9
_ETW_PER_SESSION_QUOTA                                 311278     311284          5
_ETW_DFSS_START_NEW_INTERVAL                           311287     311294          6
_TRACE_PERIODIC_CAPTURE_STATE_INFO                     311297     311302          4
_EVENT_EXTENDED_ITEM_TS_ID                             311305     311308          2
tagATTRINFO                                            311319     311324          4
_PERFINFO_PO_SESSION_CALLOUT                           311327     311333          5
_ETW_AUTOBOOST_SET_PRIORITY_FLOOR_EVENT                311378     311385          6
_PERFINFO_IO_TIMER                                     311414     311418          3
_PERFINFO_SESSIONCREATE_INFORMATION                    311421     311425          3
_PERFINFO_PAGECOMBINE_ITERATION_STAT                   311439     311445          5
_ETW_KQUEUE_DEQUEUE_EVENT                              311465     311470          4
_ETW_POOL_EVENT                                        311491     311497          5
_PERFINFO_FLT_OPERATION_STATUS                         311500     311509          8
_PERFINFO_CC_FLUSH_SECTION                             311512     311519          6
_CUSTOMDB_EXE_REG_INFO                                 311522     311528          5
_HEAP_EVENT_COMMIT_DECOMMIT                            311540     311546          5
_ASL_CRITICAL_SECTION                                  311549     311552          2
_ETW_CANCEL_TIMER_EVENT                                311555     311558          2
_PERFINFO_BOOT_PHASE_START                             311561     311564          2
_ETW_CRITSEC_EVENT_INIT                                311587     311592          4
_WMI_TCPIP                                             311595     311603          7
_WMI_WAIT_MULTIPLE                                     311606     311612          5
_PERFINFO_PPM_IDLE_STATE_CHANGE                        311615     311620          4
_WMI_SPINLOCK                                          311638     311652         13
_ETW_PARTITION_INFO_EXTENSION_V2                       311655     311661          5
_PERFINFO_PROCESS_INSWAP                               311664     311668          3
_WMI_JOB_SEND_NOTIFICATION_INFORMATION                 311682     311687          4
_WMI_DELAY_EXECUTION                                   311690     311694          3
_WMI_JOB_INFORMATION                                   311704     311710          5
_ETW_CRITSEC_EVENT_COLLISION                           311734     311741          6
_MOF_FIELD                                             311744     311749          4
_TRACE_ENABLE_CONTEXT_EX                               311752     311760          7
_SDB_CSTRUCT_COBALT_PROCFLAG                           311798     311818         19
_PERFINFO_WORKINGSET_INFORMATION                       311821     311825          3
_PERFINFO_DPC_EXECUTION_INFORMATION                    311837     311841          3
_PERFINFO_DEBUG_EVENT                                  311871     311876          4
_AHC_MAIN_STATISTICS                                   311879     311888          8
_ETW_COVERAGE_SAMPLER_DATA                             311907     311920         12
_ETW_COVERAGE_SAMPLER_QUERY_INFO                       311923     311928          4
_ETW_HEAP_EVENT_EXPANSION                              311951     311962         10
_WMI_JOB_REMOVE_PROCESS                                311965     311972          6
_ETW_HEAP_EVENT_ALLOC                                  311975     311982          6
_ETW_AUTOBOOST_CLEAR_PRIORITY_FLOOR_EVENT              311985     311990          4
_AHC_STORE_STATISTICS                                  311993     312000          6
_AHC_STATISTICS                                        312003     312008          4
_ETW_COVERAGE_SAMPLER_CREATE_INFO                      312011     312017          5
_ETW_CLOCK_CONFIGURATION_EVENT                         312020     312025          4
_PERFINFO_PO_POSTSLEEP                                 312028     312031          2
_WMI_PAGE_FAULT                                        312034     312038          3
tagWNODE_EVENT_ITEM                                    312041     312044          2
_WMI_CONTEXTSWAP                                       312077     312091         13
_ETW_DFSS_RELEASE_THREAD_ON_IDLE                       312094     312100          5
_ETW_COVERAGE_SAMPLER_BLOOM_INFO                       312122     312126          3
_PERFINFO_BATTERY_LIFE_INFO                            312148     312152          3
_ETW_CPU_CACHE_FLUSH_EVENT                             312163     312172          8
_PERFINFO_PROCESS_PERFCTR64                            312202     312219         16
_ETW_HEAP_EVENT_CONTRACTION                            312222     312233         10
_PERFINFO_SYSCALL_EXIT_DATA                            312248     312251          2
_BACKUP_RESTORE_APP_CONTEXT                            312254     312266         11
_MESSAGE_TRACE_USER                                    312276     312283          6
_HEAP_COMMIT_DECOMMIT                                  312286     312290          3
_WMI_JOB_SET_QUERY_CPU_RATE                            312337     312341          3
_AHC_SERVICE_HWID_QUERY                                312344     312348          3
_ETW_UMS_EVENT_DIRECTED_SWITCH_START                   312351     312357          5
_CI_LOG_MMCSS_STOP                                     312378     312381          2
_LOAD_DLL_EVENT_DATA                                   312384     312387          2
_CI_LOG_SCHEDULER_SLEEP                                312390     312393          2
_PATCHWRITEDATA                                        312410     312415          4
_PERFINFO_FILE_INFORMATION                             312418     312426          7
_EVENT_TRACE_PROFILE_ADD_INFORMATION_V2                312462     312465          2
_EVENT_TRACE_PROFILE_ADD_INFORMATION                   312468     312477          8
_PERFINFO_SPINLOCK_CONFIG                              312487     312493          5
_PERFINFO_CCSWAP                                       312496     312504          7
_PERFINFO_SAMPLED_PROFILE_CACHE                        312507     312511          3
_EVENT_EXTENDED_ITEM_PEBS_INDEX                        312514     312517          2
_ENABLE_TRACE_PARAMETERS_V1                            312520     312527          6
tagAPPHELP_DATA                                        312530     312544         13
_EVENT_TRACE_EXECUTIVE_RESOURCE_INFORMATION            312547     312553          5
_ETW_READY_THREAD_EVENT                                312573     312580          6
_ETW_WNF_EVENT_CALLBACK                                312605     312615          9
_ETW_TP_EVENT_POOL_TH_MIN_SET                          312618     312623          4
_ETW_HEAP_EVENT_RUNDOWN_RANGE                          312626     312630          3
_WMI_JOB_ASSIGN_PROCESS                                312645     312651          5
_PERFINFO_IMAGELOAD_IN_PAGEFILE_INFO                   312677     312683          5
_EVENT_INSTANCE_GUID_HEADER                            312734     312747         12
_CM_PERF_COUNTERS                                      312750     312763         12
tagSDBQUERYRESULT                                      312766     312779         12
_TRACE_VERSION_INFO                                    312782     312786          3
_PERFINFO_CC_SCHEDULE_READ_AHEAD                       312797     312812         14
_PERFINFO_CCSWAP_LITE                                  312815     312822          6
_PERFINFO_DRIVER_COMPLETIONROUTINE                     312825     312830          4
_PERFINFO_IPI_RECEIVE_DATA                             312833     312838          4
_ETW_REFDEREF_OBJECT_EVENT                             312841     312846          4
_EVENT_TRACE_GROUPMASK_INFORMATION                     312849     312854          4
_ETW_COVERAGE_SAMPLER_STATS                            312857     312874         16
_PERFINFO_INTERRUPT_INFORMATION                        312877     312884          6
_PROCESSOR_RECORD                                      312887     312895          7
_PATCHMATCHDATA                                        312898     312903          4
_HEAP_EVENT_SUBSEGMENT_ALLOC_FREE                      312906     312912          5
_CLASSIC_EVENT_ID                                      312915     312920          4
_PERFINFO_SPEC_CONTROL_RETPOLINE_EXIT                  312923     312926          2
_WMI_JOB_SET_QUERY_INFORMATION                         312938     312943          4
_PERFINFO_CC_CAN_WRITE_FAIL                            312960     312966          5
_TRACE_ENABLE_FLAG_EXT_ITEM                            312969     312973          3
tagSWITCH_CONTEXT                                      312976     312980          3
_CUSTOMDB_EXE_REG_DB_ENTRY                             312983     312987          3
tagSDBENTRYINFO                                        312990     312996          5
_TRACE_ENABLE_CONTEXT                                  312999     313005          5
tagWNODE_SINGLE_INSTANCE                               313008     313016          7
tagHOOKAPIEX                                           313019     313031         11
tagHOOKAPI                                             313034     313042          7
_WMI_PROCESS_INFORMATION                               313045     313055          9
tagAPPHELP_DATA_EX                                     313058     313077         18
tagMSIPACKAGEINFO                                      313080     313086          5
_AHC_SERVICE_CLEAR                                     313089     313092          2
_AHC_SERVICE_INIT_PROCESS_DATA                         313095     313100          4
_AHC_SERVICE_DATA                                      313103     313116         12
_WMI_DISKIO_IO_REDIRECTED_INIT                         313119     313123          3
_PERFINFO_BOOT_PREFETCH_INFORMATION                    313126     313131          4
COMPAT_CACHE_FLAGS                                     313134     313138          3
_ETW_UMS_EVENT_DISASSOCIATE                            313141     313148          6
_PERFINFO_CC_LAZY_WRITE_SCAN                           313151     313165         13
_PERFINFO_PO_NOTIFY_DEVICE_COMPLETE                    313168     313172          3
tagSDBDATABASEINFO                                     313175     313183          7
_EVENT_TRACE_TIME_PROFILE_INFORMATION                  313217     313221          3
_HEAP_EVENT_RANGE_CREATE                               313224     313229          4
_ETW_COVERAGE_SAMPLER_MODULE                           313232     313246         13
_ASL_STRING_HASH_ELEMENT                               313249     313254          4
_ETW_HEAP_EVENT_REALLOC                                313257     313266          8
_PERFINFO_DRIVER_MAJORFUNCTION_RET                     313269     313273          3
_PERFINFO_VIRTUAL_ALLOC                                313276     313282          5
_AHC_SERVICE_DATAQUERY                                 313285     313290          4
_HEAP_SUBSEGMENT_ALLOC                                 313293     313297          3
_PERFINFO_PPM_THERMAL_CONSTRAINT                       313300     313304          3
_PERFINFO_IPI_SEND_DATA                                313307     313314          6
_ETW_TP_EVENT_CALLBACK_CANCEL                          313317     313326          8
_PERFINFO_PAGECOMBINE_AGGREGATE_STAT                   313329     313338          8
_PERFINFO_DPC_ENQUEUE_INFORMATION                      313341     313349          7
_TRACE_PROFILE_INTERVAL                                313352     313356          3
_ETW_PRIORITY_EVENT                                    313359     313366          6
_PERFINFO_CC_WORKITEM_ENQUEUE                          313369     313377          7
_NIC_RECORD                                            313380     313395         14
_EVENT_TRACE_VERSION_INFORMATION                       313409     313413          3
_APPCOMPAT_EXE_DATA                                    313416     313446         29
_PERFINFO_PROCESS_PERFCTR32                            313486     313503         16
_ETW_DISKIO_READWRITE_V2                               313506     313516          9
_EVENT_TRACE_PROFILE_REMOVE_INFORMATION                313559     313564          4
_ETW_LAST_DROPPED_EVENT_STRUCT                         313567     313572          4
_TRACE_ENABLE_INFO                                     313575     313585          9
_WMI_POWER_RECORD                                      313588     313598          9
_TRACE_ENABLE_FLAG_EXTENSION                           313601     313606          4
_PERFINFO_DRIVER_MAJORFUNCTION                         313609     313617          7
_WNF_CI_BLOCKED_DRIVER_CONTEXT                         313620     313625          4
_PERFINFO_PMC_SAMPLE_INFORMATION                       313628     313634          5
_VIRTUALIZATION_RECORD                                 313637     313643          5
_PERFINFO_EXECUTIVE_RESOURCE_CONFIG                    313646     313651          4
_ASL_STRING_HASH                                       313654     313658          3
_PERFINFO_FILE_OPERATION_END                           313661     313666          4
_PERFINFO_FILEOBJECT_INFORMATION                       313669     313672          2
_PERFINFO_CC_READ_AHEAD                                313675     313683          7
_EVENT_TRACE_PROPERTIES_V2                             313715     313739         23
_EVENT_FILTER_HEADER                                   313763     313771          7
_WMI_DPI_RECORD                                        313774     313778          3
_PERFINFO_VTL_CHANGE                                   313781     313785          3
tagSDBMSIFINDINFO                                      313795     313802          6
_ETW_THREAD_EVENT_SUBPROCESSTAG                        313805     313810          4
EVENT_INSTANCE_INFO                                    313813     313817          3
_HEAP_SUBSEGMENT_FREE                                  313820     313824          3
_BACKUP_RESTORE_FILE_CONTEXT                           313827     313874         46
tagSDBMSITRANSFORMINFO                                 313877     313882          4
CONTAINERTHIS                                          314053     314077         23
CONTAINERTHAT                                          314085     314106         20
ErrorInformationExtentV1                               314156     314164          7
__MIDL_XmitDefs_0003                                   314363     314372          8
__MIDL_XmitDefs_0005                                   314380     314385          4
__MIDL_XmitDefs_0007                                   314388     314395          6
__MIDL_XmitDefs_0008                                   314405     314409          3
__MIDL_XmitDefs_0010                                   314412     314420          7
__MIDL_XmitDefs_0011                                   314428     314435          6
WireErrorInformationExtentV1                           314484     314492          7
Thread                                                 314706     314711          4
WinrtRtti                                              320455     320462          6
_SecPkgCredentials_SSIProviderW                        323574     323579          4
_SecPkgContext_DceInfo                                 323604     323608          3
_SecPkgCredentials_NamesW                              323611     323614          2
_SecPkgInfoA                                           323634     323642          7
_SecHandle                                             323645     323649          3
_SecPkgContext_TargetInformation                       323652     323656          3
_SEC_CHANNEL_BINDINGS_EX                               323659     323673         13
_SecPkgCredentials_SSIProviderA                        323676     323681          4
_SecBuffer                                             323684     323689          4
_SecBufferDesc                                         323692     323697          4
_SecPkgContext_AccessToken                             323700     323703          2
_SecPkgInfoW                                           323706     323714          7
_SecPkgContext_NegotiationInfoW                        323717     323721          3
_SEC_SRTP_PROTECTION_PROFILES                          323742     323746          3
_SecPkgContext_NamesA                                  323749     323752          2
_SecPkgCredentials_KdcProxySettingsW                   323755     323763          7
_SecPkgContext_UserFlags                               323766     323769          2
_SEC_SRTP_MASTER_KEY_IDENTIFIER                        323772     323776          3
_SecPkgContext_CredentialNameW                         323779     323783          3
_SEC_WINNT_AUTH_IDENTITY_EXW                           323786     323799         12
_SEC_WINNT_AUTH_IDENTITY_EXA                           323802     323815         12
_SecPkgContext_Lifespan                                323828     323832          3
_SECURITY_FUNCTION_TABLE_W                             323835     323869         33
_SecPkgContext_StreamSizes                             323872     323879          6
_SecPkgContext_PackageInfoA                            323889     323892          2
_SEC_CHANNEL_BINDINGS                                  323895     323905          9
_SecPkgContext_NegoPackageInfo                         323908     323911          2
_SecPkgContext_NativeNamesW                            323914     323918          3
_SecPkgContext_NegotiationInfoA                        323921     323925          3
_SecPkgCredentials_Cert                                323928     323932          3
_SecPkgContext_AuthorityW                              323935     323938          2
_SecPkgContext_NativeNamesA                            323941     323945          3
_SecPkgContext_LastClientTokenStatus                   323948     323951          2
_SecPkgContext_Bindings                                323954     323958          3
_SecPkgCredentials_NamesA                              323961     323964          2
_SecPkgContext_PackageInfoW                            323967     323970          2
_SEC_DTLS_MTU                                          323973     323976          2
_SecPkgContext_CredInfo                                323979     323983          3
_SecPkgContext_NamesW                                  323986     323989          2
_SEC_APPLICATION_PROTOCOLS                             325692     325696          3
_SecPkgContext_AuthzID                                 325699     325703          3
_SecPkgContext_CredentialNameA                         325706     325710          3
_SecPkgContext_PasswordExpiry                          325713     325716          2
_SecPkgContext_NegoStatus                              325719     325722          2
